PlayerName,Team
Fielder Jones,"[BRO, CHA, SLF]"
Firpo Marberry,"[DET, NY1, WS1]"
Flint Rhem,"[BSN, PHI, SLN]"
Floyd Baker,"[BOS, CHA, PHI, SLA, WS1]"
Floyd Bannister,"[CAL, CHA, HOU, KCA, SEA, TEX]"
Floyd Robinson,"[BOS, CHA, CIN, OAK]"
Floyd Weaver,"[CHA, CLE, ML4]"
Floyd Wicker,"[ML4, MON, SFN, SLN]"
Fran Healy,"[KCA, NYA, SFN]"
Fran Mullins,"[CHA, CLE, SFN]"
Francis Beltran,"[CHN, DET, MON]"
Francisco Cordero,"[CIN, DET, HOU, MIL, TEX]"
Francisco Cruceta,"[CLE, DET, SEA]"
Francisco Liriano,"[CHA, MIN, PIT]"
Francisco Melendez,"[BAL, PHI, SFN]"
Francisco Rodriguez,"[ANA, BAL, LAA, MIL, NYN]"
Francisley Bueno,"[ATL, KCA, KCR]"
Frank Allen,"[BRO, BSN, PTF]"
Frank Baker,"[BAL, CLE, NYA]"
Frank Barnes,"[DET, NYA, SLN]"
Frank Barrett,"[BOS, BSN, PIT, SLN]"
Frank Baumann,"[BOS, CHA, CHN]"
Frank Baumholtz,"[CHN, CIN, PHI]"
Frank Bertaina,"[BAL, SLN, WS2]"
Frank Bolling,"[ATL, DET, ML1]"
Frank Bonner,"[BLN, BRO, BSN, CLE, PHA, SLN, WSN]"
Frank Bowerman,"[BLN, BSN, NY1, PIT]"
Frank Bruggy,"[CIN, PHA, PHI]"
Frank Castillo,"[BOS, CHN, COL, DET, FLO, TOR]"
Frank Catalanotto,"[DET, MIL, NYN, TEX, TOR]"
Frank Corridon,"[CHN, PHI, SLN]"
Frank Delahanty,"[BUF, CLE, NYA, PTF]"
Frank Demaree,"[BSN, CHN, NY1, SLA, SLN]"
Frank DiPino,"[CHN, HOU, KCA, ML4, SLN]"
Frank Duffy,"[BOS, CIN, CLE, SFN]"
Frank Dwyer,"[CHN, CHP, CIN, CN3, ML3, SLN]"
Frank Ellerbe,"[CLE, SLA, WS1]"
Frank Fennelly,"[BR4, CN2, PH4, WS7]"
Frank Fernandez,"[CHN, NYA, OAK, WS2]"
Frank Fleet,"[BR1, BR2, ELI, NY2, SL2]"
Frank Foreman,"[BL2, BLA, BLN, BOS, CHU, CIN, KCU, NY1, WS9, WSN]"
Frank Francisco,"[CHA, NYN, TEX, TOR]"
Frank Gabler,"[BSN, CHA, NY1]"
Frank Genins,"[CIN, CLE, PIT, SLN]"
Frank Gilhooley,"[BOS, NYA, SLN]"
Frank Hankinson,"[CHN, CL2, KC2, NY1, NY4, TRN]"
Frank Hiller,"[CHN, CIN, NY1, NYA]"
Frank House,"[CIN, DET, KC1]"
Frank Howard,"[DET, LAN, TEX, WS2]"
Frank Huelsman,"[CHA, DET, SLA, SLN, WS1]"
Frank Kellert,"[BAL, BRO, CHN, SLA]"
Frank Killen,"[BSN, CHN, ML3, PIT, WSN]"
Frank Kitson,"[BLN, BRO, DET, NYA, WS1]"
Frank Knauss,"[CIN, CL4, CL6, NY1]"
Frank Kostro,"[DET, LAA, MIN]"
Frank LaCorte,"[ATL, CAL, HOU]"
Frank LaPorte,"[BOS, IND, NEW, NYA, SLA, WS1]"
Frank Lary,"[CHA, DET, ML1, NYN]"
Frank Linzy,"[ML4, PHI, SFN, SLN]"
Frank Martin,"[CHN, LS3, NY1]"
Frank McCormick,"[BSN, CIN, PHI]"
Frank McLaughlin,"[CHU, CNU, KCU, PT1, WOR]"
Frank McManus,"[BRO, DET, NYA, WSN]"
Frank Miller,"[BSN, CHA, PIT]"
Frank Mountain,"[CL5, DTN, PH4, PT1, TRN, WOR]"
Frank O'Rourke,"[BOS, BRO, BSN, DET, SLA, WS1]"
Frank Olin,"[DTN, TL1, WS7, WSU]"
Frank Papish,"[CHA, CLE, PIT]"
Frank Reberger,"[CHN, SDN, SFN]"
Frank Ringo,"[DTN, KCN, PH4, PHI, PT1]"
Frank Robinson,"[BAL, CAL, CIN, CLE, LAN]"
Frank Roth,"[CHA, CIN, PHI, SLA]"
Frank Scheibeck,"[CL3, CLE, DET, DTN, PIT, TL2, WSN]"
Frank Schulte,"[CHN, PHI, PIT, WS1]"
Frank Secory,"[CHN, CIN, DET]"
Frank Sellman,"[BL1, BL4, FW1, WS3, WS6]"
Frank Shugart,"[CHA, CHP, LS3, PHI, PIT, SLN]"
Frank Sigafoos,"[CHA, CIN, DET, PHA]"
Frank Smith,"[BLF, BOS, BRF, CHA, CIN, PT1, SLN]"
Frank Sullivan,"[BOS, MIN, PHI]"
Frank Tanana,"[BOS, CAL, DET, NYA, NYN, TEX]"
Frank Taveras,"[MON, NYN, PIT]"
Frank Tepedino,"[ATL, ML4, NYA]"
Frank Thomas,"[CHA, CHN, CIN, HOU, ML1, NYN, OAK, PHI, PIT, TOR]"
Frank Truesdale,"[BOS, NYA, SLA]"
Frank Viola,"[BOS, CIN, MIN, NYN, TOR]"
Frank Walker,"[DET, NY1, PHA]"
Frank Williams,"[CIN, DET, SFN]"
Frank Wills,"[CLE, KCA, SEA, TOR]"
Frank Wilson,"[BSN, CLE, SLA]"
Frank Woodward,"[CHA, PHI, SLN, WS1]"
Frankie De La Cruz,"[DET, FLO, MIL, SDN]"
Frankie Gustine,"[CHN, PIT, SLA]"
Frankie Hayes,"[BOS, CHA, CLE, PHA, SLA]"
Frankie Rodriguez,"[BOS, CIN, MIN, SEA]"
Franklin Stubbs,"[DET, HOU, LAN, ML4]"
Franklyn German,"[DET, FLO, TEX]"
Fred Anderson,"[BOS, BUF, NY1]"
Fred Beck,"[BSN, CHF, CIN, PHI]"
Fred Beebe,"[CHN, CIN, CLE, PHI, SLN]"
Fred Beene,"[BAL, CLE, NYA]"
Fred Carisch,"[CLE, DET, PIT]"
Fred Carroll,"[CL5, PIT, PT1, PTP]"
Fred Corey,"[PH4, PRO, WOR]"
Fred Dunlap,"[CL2, DTN, NYP, PIT, SL5, SLU, WS9]"
Fred Frankhouse,"[BRO, BSN, SLN]"
Fred Glade,"[CHN, NYA, SLA]"
Fred Goldsmith,"[BL2, CHN, NH1, TRN]"
Fred Haney,"[BOS, CHN, DET, SLN]"
Fred Hartman,"[CHA, NY1, PIT, SLN]"
Fred Hatfield,"[BOS, CHA, CIN, CLE, DET]"
Fred Heimach,"[BOS, BRO, NYA, PHA]"
Fred Holdsworth,"[BAL, DET, ML4, MON]"
Fred Jacklitsch,"[BLF, BRO, BSN, NYA, PHI]"
Fred Kendall,"[BOS, CLE, SDN]"
Fred Kipp,"[BRO, LAN, NYA]"
Fred Kommers,"[BLF, PIT, SLF]"
Fred Lake,"[BSN, LS3, PIT]"
Fred Lasher,"[CAL, CLE, DET, MIN]"
Fred Lear,"[CHN, NY1, PHA]"
Fred Lewis,"[BSN, CIN, CN2, NYN, PHI, SFN, SL4, SL5, SLU, TOR]"
Fred Lynn,"[BAL, BOS, CAL, DET, SDN]"
Fred Mann,"[CL3, CL5, PH4, PT1, WOR]"
Fred Manrique,"[CHA, MIN, MON, OAK, SLN, TEX, TOR]"
Fred Marsh,"[BAL, CHA, CLE, SLA, WS1]"
Fred McGriff,"[ATL, CHN, LAN, SDN, TBA, TOR]"
Fred Merkle,"[BRO, CHN, NY1, NYA]"
Fred Mitchell,"[BOS, BRO, BSN, NYA, PHA, PHI]"
Fred Nicholson,"[BSN, DET, PIT]"
Fred Norman,"[CHN, CIN, KC1, LAN, MON, SDN, SLN]"
Fred Pfeffer,"[CHN, CHP, LS3, NY1, TRN]"
Fred Sanford,"[NYA, SLA, WS1]"
Fred Scherman,"[DET, HOU, MON]"
Fred Schulte,"[PIT, SLA, WS1]"
Fred Smith,"[BRF, BSN, BUF, CIN, SLN, TL2]"
Fred Stanley,"[CLE, ML4, NYA, OAK, SDN, SE1]"
Fred Talbot,"[CHA, KC1, NYA, OAK, SE1]"
Fred Tenney,"[BSN, BSU, NY1, WIL, WSU]"
Fred Thomas,"[BOS, PHA, WS1]"
Fred Toney,"[CHN, CIN, NY1, SLN]"
Fred Treacey,"[CH1, CH2, NY3, PH1, PH2, PH3]"
Fred Warner,"[BR3, CL2, IN1, PH3, PHI, PHN]"
Fred Waterman,"[CH2, WS3, WS5]"
Fred Whitfield,"[CIN, CLE, MON, SLN]"
Freddie Benavides,"[CIN, COL, MON]"
Freddie Bynum,"[BAL, CHN, OAK]"
Freddie Lindstrom,"[BRO, CHN, NY1, PIT]"
Freddie Maguire,"[BSN, CHN, NY1]"
Freddie Patek,"[CAL, KCA, PIT]"
Freddie Toliver,"[CIN, MIN, PHI, PIT, SDN]"
Freddy Garcia,"[ATL, BAL, CHA, DET, NYA, PHI, PIT, SEA]"
Freddy Guzman,"[NYA, SDN, TBA, TEX]"
Freddy Leach,"[BSN, NY1, PHI]"
Freddy Parent,"[BOS, CHA, SLN]"
Freddy Sanchez,"[BOS, PIT, SFN]"
Freddy Schmidt,"[CHN, PHI, SLN]"
Frenchy Bordagaray,"[BRO, CHA, CIN, NYA, SLN]"
Fresco Thompson,"[BRO, NY1, PHI, PIT]"
Fritz Buelow,"[CLE, DET, SLA, SLN]"
Fritz Coumbe,"[BOS, CIN, CLE]"
Fritz Dorish,"[BAL, BOS, CHA, SLA]"
Fritz Mollwitz,"[CHN, CIN, PIT, SLN]"
Fritz Ostermueller,"[BOS, BRO, PIT, SLA]"
Fritz Peterson,"[CLE, NYA, TEX]"
Gabby Street,"[BSN, CIN, NYA, SLN, WS1]"
Gabe Gross,"[MIL, OAK, TBA, TOR]"
Gabe Kapler,"[BOS, COL, DET, MIL, TBA, TEX]"
Gabe Molina,"[ATL, BAL, SLN]"
Gabe White,"[CIN, COL, MON, NYA, SLN]"
Gaby Sanchez,"[FLO, MIA, PIT]"
Gail Hopkins,"[CHA, KCA, LAN]"
Galen Cisco,"[BOS, KCA, NYN]"
Garland Braxton,"[BSN, CHA, NYA, SLA, WS1]"
Garland Buckeye,"[CLE, NY1, WS1]"
Garret Anderson,"[ANA, ATL, CAL, LAA, LAN]"
Garrett Jones,"[MIA, MIN, PIT]"
Garrett Olson,"[BAL, NYN, PIT, SEA]"
Garrett Stephenson,"[BAL, PHI, SLN]"
Garry Jestadt,"[CHN, MON, SDN]"
Garry Roggenburk,"[BOS, MIN, SE1]"
Garry Templeton,"[NYN, SDN, SLN]"
Gary Alexander,"[CLE, OAK, PIT, SFN]"
Gary Bell,"[BOS, CHA, CLE, SE1]"
Gary Bennett,"[COL, LAN, MIL, NYN, PHI, SDN, SLN, WAS]"
Gary Carter,"[LAN, MON, NYN, SFN]"
Gary Gaetti,"[BOS, CAL, CHN, KCA, MIN, SLN]"
Gary Geiger,"[ATL, BOS, CLE, HOU]"
Gary Glover,"[ANA, CHA, DET, MIL, TBA, TOR]"
Gary Gray,"[CLE, SEA, TEX]"
Gary Green,"[CIN, SDN, TEX]"
Gary Kolb,"[ML1, NYN, PIT, SLN]"
Gary Kroll,"[CLE, HOU, NYN, PHI]"
Gary Lavelle,"[OAK, SFN, TOR]"
Gary Lucas,"[CAL, MON, SDN]"
Gary Majewski,"[CIN, HOU, MON, WAS]"
Gary Matthews,"[ATL, BAL, CHN, LAA, NYN, PHI, PIT, SDN, SEA, SFN, TEX]"
Gary Pettis,"[CAL, DET, SDN, TEX]"
Gary Rajsich,"[NYN, SFN, SLN]"
Gary Redus,"[CHA, CIN, PHI, PIT, TEX]"
Gary Roenicke,"[ATL, BAL, MON, NYA]"
Gary Ross,"[CAL, CHN, SDN]"
Gary Sheffield,"[ATL, DET, FLO, LAN, ML4, NYA, NYN, SDN]"
Gary Sutherland,"[DET, HOU, ML4, MON, PHI, SDN, SLN]"
Gary Thomasson,"[LAN, NYA, OAK, SFN]"
Gary Thurman,"[DET, KCA, NYN, SEA]"
Gary Varsho,"[CHN, CIN, PHI, PIT]"
Gary Ward,"[DET, MIN, NYA, TEX]"
Gary Waslewski,"[BOS, MON, NYA, OAK, SLN]"
Gary Wayne,"[COL, LAN, MIN]"
Gary Wilson,"[BOS, HOU, PIT]"
Gary Woods,"[CHN, HOU, OAK, TOR]"
Gavin Floyd,"[ATL, CHA, PHI]"
Gavvy Cravath,"[BOS, CHA, PHI, WS1]"
Gaylord Perry,"[ATL, CLE, KCA, NYA, SDN, SEA, SFN, TEX]"
Gee Walker,"[CHA, CIN, CLE, DET, WS1]"
Gene Bailey,"[BOS, BRO, BSN, PHA]"
Gene Bearden,"[CHA, CLE, DET, SLA, WS1]"
Gene Brabender,"[BAL, ML4, SE1]"
Gene Clines,"[CHN, NYN, PIT, TEX]"
Gene Conley,"[BOS, BSN, ML1, PHI]"
Gene DeMontreville,"[BLN, BRO, BSN, CHN, PIT, SLA, WS1, WSN]"
Gene Desautels,"[BOS, CLE, DET, PHA]"
Gene Ford,"[BSN, CHA, DET]"
Gene Freese,"[CHA, CIN, HOU, PHI, PIT, SLN]"
Gene Garber,"[ATL, KCA, PHI, PIT]"
Gene Green,"[BAL, CIN, CLE, SLN, WS2]"
Gene Harris,"[BAL, DET, MON, PHI, SDN, SEA]"
Gene Hermanski,"[BRO, CHN, PIT]"
Gene Kingsale,"[BAL, DET, SDN, SEA]"
Gene Locklear,"[CIN, NYA, SDN]"
Gene Mauch,"[BOS, BRO, BSN, CHN, PIT, SLN]"
Gene Michael,"[DET, LAN, NYA, PIT]"
Gene Moore,"[BRO, BSN, CIN, PIT, SLA, SLN, WS1]"
Gene Moriarty,"[BSN, DTN, IN2, SLN]"
Gene Nelson,"[CAL, CHA, NYA, OAK, SEA, TEX]"
Gene Oliver,"[ATL, BOS, CHN, ML1, PHI, SLN]"
Gene Packard,"[CHN, CIN, KCF, PHI, SLN]"
Gene Paulette,"[NY1, PHI, SLA, SLN]"
Gene Robertson,"[BSN, NYA, SLA]"
Gene Schott,"[BRO, CIN, PHI]"
Gene Stephens,"[BAL, BOS, CHA, KC1]"
Gene Tenace,"[OAK, PIT, SDN, SLN]"
Gene Walter,"[NYN, SDN, SEA]"
Gene Woodling,"[BAL, CLE, NYA, NYN, PIT, WS2]"
Gene Wright,"[BRO, CLE, SLA]"
General Crowder,"[DET, SLA, WS1]"
General Stafford,"[BFP, BSN, LS3, NY1, WSN]"
Geoff Blum,"[ARI, CHA, HOU, MON, SDN, TBA]"
Geoff Zahn,"[CAL, CHN, LAN, MIN]"
George Altman,"[CHN, NYN, SLN]"
George Archie,"[DET, SLA, WS1]"
George Arias,"[ANA, CAL, SDN]"
George Baker,"[BL2, KCN, SL5, SLU]"
George Bechtel,"[LS1, NY2, NY3, PH1, PH2, PH3]"
George Bell,"[BRO, CHA, CHN, TOR]"
George Binks,"[PHA, SLA, WS1]"
George Blaeholder,"[CLE, PHA, SLA]"
George Boehler,"[BRO, DET, PIT, SLA]"
George Bradley,"[BL2, CHN, CL2, CNU, DTN, PH4, PRO, SL2, SL3, SLA, TRN]"
George Browne,"[BRO, BSN, CHA, CHN, NY1, PHI, WS1]"
George Brunet,"[BAL, CAL, HOU, KC1, LAA, ML1, PIT, SE1, SLN, WS2]"
George Burns,"[BOS, CIN, CLE, DET, NY1, NYA, PHA, PHI]"
George Caster,"[DET, PHA, SLA]"
George Creamer,"[ML2, PT1, SR1, WOR]"
George Crowe,"[BSN, CIN, ML1, SLN]"
George Culver,"[CIN, CLE, HOU, LAN, PHI, SLN]"
George Cutshaw,"[BRO, DET, PIT]"
George Davies,"[CL4, ML3, NY1]"
George Davis,"[CHA, CL4, NY1]"
George Decker,"[CHN, LS3, SLN, WSN]"
George Earnshaw,"[BRO, CHA, PHA, SLN]"
George Foster,"[CHA, CIN, NYN, SFN]"
George Frazier,"[CHN, CLE, MIN, NYA, SLN]"
George Freese,"[CHN, DET, PIT]"
George Gore,"[CHN, NY1, NYP, SLN]"
George Grant,"[CLE, PIT, SLA]"
George Grantham,"[CHN, CIN, NY1, PIT]"
George Haddock,"[BFP, BRO, BS2, PHI, WS8, WSN]"
George Hall,"[BL1, BS1, LS1, PH1, PHN, WS3]"
George Harper,"[BRO, BSN, CIN, DET, NY1, PHI, SLN]"
George Hemming,"[BLN, BRO, BRP, CIN, CLP, LS3]"
George Hendrick,"[CAL, CLE, OAK, PIT, SDN, SLN]"
George Hennessey,"[CHN, PHI, SLA]"
George Heubel,"[NY3, PH1, WS3]"
George Keefe,"[BFP, WS8, WS9]"
George Kell,"[BAL, BOS, CHA, DET, PHA]"
George Kottaras,"[BOS, CLE, KCA, MIL]"
George Lauzerique,"[KC1, ML4, OAK]"
George LeClair,"[BLF, BUF, PTF]"
George Lombard,"[ATL, DET, TBA, WAS]"
George Magoon,"[BLN, BRO, CHA, CHN, CIN]"
George Maisel,"[CHN, DET, SLA]"
George McBride,"[MLA, PIT, SLN, WS1]"
George McConnell,"[CHF, CHN, NYA]"
George McQuillan,"[CIN, CLE, PHI, PIT]"
George McQuinn,"[CIN, NYA, PHA, SLA]"
George Meakim,"[CHN, CIN, LS2, LS3, PH4]"
George Metkovich,"[BOS, CHA, CHN, CLE, ML1, PIT]"
George Mogridge,"[BSN, CHA, NYA, SLA, WS1]"
George Moriarty,"[CHA, CHN, DET, NYA]"
George Mullin,"[DET, IND, NEW, WS1]"
George Murray,"[BOS, CHA, NYA, WS1]"
George Myers,"[BFN, IN3, SL5]"
George Nicol,"[CHN, LS3, PIT, SL4]"
George Pinkney,"[BR3, BRO, CL2, LS3, SLN]"
George Puccinelli,"[PHA, SLA, SLN]"
George Rettger,"[CIN, CL4, SL4]"
George Riley,"[CHN, MON, SFN]"
George Scott,"[BOS, KCA, ML4, NYA, SLN]"
George Seward,"[NY3, SL2, SL4]"
George Sherrill,"[ATL, BAL, LAN, SEA]"
George Shoch,"[BLN, BRO, ML3, WS8]"
George Sisler,"[BSN, SLA, WS1]"
George Smith,"[BOS, BRO, CIN, DET, NY1, PHI]"
George Stone,"[ATL, BOS, NYN, SLA]"
George Stovall,"[CLE, KCF, SLA]"
George Strief,"[CHU, CL2, KCU, PH4, PT1, SL4]"
George Suggs,"[BLF, CIN, DET]"
George Susce,"[BOS, CLE, DET, PHI, PIT, SLA]"
George Tebeau,"[CL4, CN2, TL2, WSN]"
George Thomas,"[BOS, DET, LAA, MIN]"
George Treadway,"[BLN, BRO, LS3]"
George Twombly,"[BSN, CIN, WS1]"
George Uhle,"[CLE, DET, NY1, NYA]"
George Ulrich,"[CIN, NY1, WSN]"
George Van Haltren,"[BL3, BLN, BRP, CHN, NY1, PIT]"
George Watkins,"[BRO, NY1, PHI, SLN]"
George Williams,"[HOU, KC1, OAK, PHI, SDN]"
George Wilson,"[CHA, NY1, NYA]"
George Wood,"[BL2, BLN, CIN, DTN, PH4, PHI, PHP, WOR]"
George Wright,"[BS1, BSN, MON, PRO, TEX]"
George Yeager,"[BLA, BSN, CLE, NY1, PIT]"
George Zettlein,"[BR1, CH1, CH2, PH2, PHN, TRO]"
George Zuverink,"[BAL, CIN, CLE, DET]"
Gerald Laird,"[ATL, DET, SLN, TEX]"
Gerald Perry,"[ATL, KCA, SLN]"
Gerald Williams,"[ATL, FLO, ML4, NYA, NYN, TBA]"
Gerald Young,"[COL, HOU, SLN]"
Geremi Gonzalez,"[BOS, CHN, MIL, NYN, TBA]"
Germany Schaefer,"[CHN, CLE, DET, NEW, NYA, WS1]"
Germany Smith,"[ALT, BR3, BRO, CIN, CL2, SLN]"
Geronimo Berroa,"[ATL, BAL, CIN, CLE, DET, FLO, LAN, OAK, TOR]"
Gerry Arrigo,"[CHA, CIN, MIN, NYN]"
Gerry Janeski,"[CHA, TEX, WS2]"
Gerry Staley,"[CHA, CIN, DET, KC1, NYA, SLN]"
Gid Gardner,"[BL2, BLU, CHU, CL2, IN3, PHI, TRN, WS8]"
Gil Coan,"[BAL, CHA, NY1, WS1]"
Gil English,"[BRO, BSN, DET, NY1]"
Gil Hatfield,"[BFN, BRO, LS3, NY1, NYP, WS9]"
Gil Heredia,"[MON, OAK, SFN, TEX]"
Gil Hodges,"[BRO, LAN, NYN]"
Gil Velazquez,"[BOS, LAA, MIA]"
Gilly Campbell,"[BRO, CHN, CIN]"
Ginger Beaumont,"[BSN, CHN, PIT]"
Gino Cimoli,"[BAL, BRO, CAL, KC1, LAN, ML1, PIT, SLN]"
Giovanni Carrara,"[CIN, COL, LAN, SEA, TOR]"
Glen Moulder,"[BRO, CHA, SLA]"
Glenallen Hill,"[ANA, CHN, CLE, NYA, SEA, SFN, TOR]"
Glendon Rusch,"[CHN, COL, KCA, MIL, NYN, SDN]"
Glenn Abbott,"[DET, OAK, SEA]"
Glenn Adams,"[MIN, SFN, TOR]"
Glenn Dishman,"[DET, PHI, SDN]"
Glenn Hoffman,"[BOS, CAL, LAN]"
Glenn Liebhardt,"[CLE, PHA, SLA]"
Glenn Myatt,"[CLE, DET, NY1, PHA]"
Glenn Wilson,"[DET, HOU, PHI, PIT, SEA]"
Glenn Wright,"[BRO, CHA, PIT]"
Goose Goslin,"[DET, SLA, WS1]"
Gordie Windhorn,"[KC1, LAA, LAN, NYA]"
Gordon Jones,"[BAL, HOU, KC1, NY1, SFN, SLN]"
Gordon Rhodes,"[BOS, NYA, PHA]"
Gordon Slade,"[BRO, CIN, SLN]"
Gorman Thomas,"[CLE, ML4, SEA]"
Gracie Pierce,"[BL2, CL5, LS2, NY1, NY4]"
Grady Hatton,"[BAL, BOS, CHA, CHN, CIN, SLN]"
Graeme Lloyd,"[FLO, KCA, ML4, MON, NYA, NYN, TOR]"
Graig Nettles,"[ATL, CLE, MIN, MON, NYA, SDN]"
Granny Hamner,"[CLE, KC1, PHI]"
Grant Balfour,"[MIL, MIN, OAK, TBA]"
Grant Briggs,"[LS2, LS3, SLN, SR2]"
Grant Jackson,"[BAL, KCA, MON, NYA, PHI, PIT]"
Greek George,"[BRO, CHN, CLE, PHA]"
Greg Aquino,"[ARI, BAL, CLE, MIL]"
Greg Booker,"[MIN, SDN, SFN]"
Greg Cadaret,"[ANA, CIN, DET, KCA, NYA, OAK, TEX, TOR]"
Greg Colbrunn,"[ARI, ATL, COL, FLO, MIN, MON, SEA]"
Greg Dobbs,"[FLO, MIA, PHI, SEA]"
Greg Gagne,"[KCA, LAN, MIN]"
Greg Golson,"[NYA, PHI, TEX]"
Greg Goossen,"[ML4, NYN, SE1, WS2]"
Greg Gross,"[CHN, HOU, PHI]"
Greg Hansell,"[LAN, MIN, ML4, PIT]"
Greg Harris,"[BOS, CIN, COL, MIN, MON, NYA, NYN, PHI, SDN, TEX]"
Greg Hibbard,"[CHA, CHN, SEA]"
Greg Litton,"[BOS, SEA, SFN]"
Greg Maddux,"[ATL, CHN, LAN, SDN]"
Greg McMichael,"[ATL, LAN, NYN, OAK]"
Greg Myers,"[ATL, BAL, CAL, MIN, OAK, SDN, TOR]"
Greg Norton,"[ATL, CHA, COL, DET, SEA, TBA]"
Greg Pryor,"[CHA, KCA, TEX]"
Greg Smith,"[CHN, COL, LAN, OAK]"
Greg Swindell,"[ARI, BOS, CIN, CLE, HOU, MIN]"
Greg Vaughn,"[CIN, COL, ML4, SDN, TBA]"
Gregg Jefferies,"[ANA, DET, KCA, NYN, PHI, SLN]"
Gregg Olson,"[ARI, ATL, BAL, CLE, DET, HOU, KCA, LAN, MIN]"
Gregg Zaun,"[BAL, COL, FLO, HOU, KCA, MIL, TBA, TEX, TOR]"
Gregor Blanco,"[ATL, KCA, SFN]"
Grover Hartley,"[BOS, CLE, NY1, SLA, SLF]"
Grover Lowdermilk,"[CHA, CHN, CLE, DET, SLA, SLN]"
Guillermo Moscoso,"[COL, OAK, SFN, TEX]"
Guillermo Mota,"[CLE, FLO, LAN, MIL, MON, NYN, SFN]"
Guillermo Quiroz,"[BAL, BOS, SEA, SFN, TEX, TOR]"
Gus Alberts,"[CL3, ML3, PT1, WSU]"
Gus Bell,"[CIN, ML1, NYN, PIT]"
Gus Dorner,"[BSN, CIN, CLE]"
Gus Dugas,"[PHI, PIT, WS1]"
Gus Getz,"[BRO, BSN, CIN, CLE, PIT]"
Gus Gil,"[CLE, ML4, SE1]"
Gus Keriazakos,"[CHA, KC1, WS1]"
Gus Krock,"[BFP, CHN, IN3, WS8]"
Gus Mancuso,"[BRO, CHN, NY1, PHI, SLN]"
Gus Niarhos,"[BOS, CHA, NYA, PHI]"
Gus Polidor,"[CAL, FLO, ML4]"
Gus Triandos,"[BAL, DET, HOU, NYA, PHI]"
Gus Weyhing,"[BRO, BRP, CIN, CLE, LS3, PH4, PHI, PIT, SLN, WSN]"
Gus Zernial,"[CHA, DET, KC1, PHA]"
Gustavo Molina,"[BAL, BOS, CHA, NYA, NYN]"
Guy Bush,"[BSN, CHN, CIN, PIT, SLN]"
Guy Cantrell,"[BRO, DET, PHA]"
Guy Hoffman,"[CHA, CHN, CIN, TEX]"
Guy Zinn,"[BLF, BSN, NYA]"
Hack Miller,"[BOS, BRO, CHN, DET]"
Hack Simmons,"[BLF, DET, NYA]"
Hack Wilson,"[BRO, CHN, NY1, PHI]"
Hal Bevan,"[BOS, CIN, KC1, PHA]"
Hal Brown,"[BAL, BOS, CHA, HOU, NYA]"
Hal Carlson,"[CHN, PHI, PIT]"
Hal Chase,"[BUF, CHA, CIN, NY1, NYA]"
Hal Epps,"[PHA, SLA, SLN]"
Hal Gregg,"[BRO, NY1, PIT]"
Hal Haid,"[BSN, CHA, SLA, SLN]"
Hal Janvrin,"[BOS, BRO, SLN, WS1]"
Hal Jeffcoat,"[CHN, CIN, SLN]"
Hal King,"[ATL, CIN, HOU, TEX]"
Hal Lee,"[BRO, BSN, PHI]"
Hal Morris,"[CIN, DET, KCA, NYA]"
Hal Naragon,"[CLE, MIN, WS1]"
Hal O'Hagan,"[CHN, CLE, NY1, WSN]"
Hal Peck,"[BRO, CLE, PHA]"
Hal Rhyne,"[BOS, CHA, PIT]"
Hal Rice,"[CHN, PIT, SLN]"
Hal Smith,"[BAL, CIN, HOU, KC1, PIT, SLN]"
Hal Wagner,"[BOS, DET, PHA, PHI]"
Hal White,"[DET, SLA, SLN]"
Hal Wiltse,"[BOS, PHI, SLA]"
Hal Woodeshick,"[CLE, DET, HOU, SLN, WS1, WS2]"
Ham Hyatt,"[NYA, PIT, SLN]"
Hank Aaron,"[ATL, ML1, ML4]"
Hank Aguirre,"[CHN, CLE, DET, LAN]"
Hank Allen,"[CHA, ML4, WS2]"
Hank Behrman,"[BRO, NY1, PIT]"
Hank Borowy,"[CHN, DET, NYA, PHI, PIT]"
Hank Edwards,"[BRO, CHA, CHN, CIN, CLE, SLA]"
Hank Fischer,"[ATL, BOS, CIN, ML1]"
Hank Foiles,"[BAL, CIN, CLE, DET, KC1, LAA, PIT]"
Hank Gastright,"[BRO, BSN, CIN, CL6, PIT, WSN]"
Hank Gornicki,"[CHN, PIT, SLN]"
Hank Johnson,"[BOS, CIN, NYA, PHA]"
Hank Majeski,"[BAL, BSN, CHA, CLE, NYA, PHA]"
Hank O'Day,"[NY1, NYP, PT1, TL1, WS8]"
Hank Robinson,"[NYA, PIT, SLN]"
Hank Sauer,"[CHN, CIN, NY1, SFN, SLN]"
Hank Schenz,"[CHN, NY1, PIT]"
Hank Schreiber,"[BSN, CHA, CHN, CIN, NY1]"
Hank Severeid,"[CIN, NYA, SLA, WS1]"
Hank Simon,"[BR4, CL3, SR2]"
Hank Thormahlen,"[BOS, BRO, NYA]"
Hank Wyse,"[CHN, PHA, WS1]"
Hanley Ramirez,"[BOS, FLO, LAN]"
Hans Lobert,"[CHN, CIN, NY1, PHI, PIT]"
Hap Myers,"[BOS, BRF, BSN, SLA]"
Happy Finneran,"[BRF, DET, NYA, PHI]"
Happy Townsend,"[CLE, PHI, WS1]"
Hardie Henderson,"[BL2, BR3, PHI, PIT]"
Hardy Richardson,"[BFN, BS2, BSN, BSP, DTN, NY1, WSN]"
